,hardness-agree,hardness-maj,hardness-votes,n_votes,prep,rigidness-agree,rigidness-maj,rigidness-votes,size-agree,size-maj,size-votes,sub,verb,verb-speed-agree,verb-speed-maj,verb-speed-votes,weight-agree,weight-maj,weight-votes
580,2,1,"[1, 1, -42]",3,,2,-1,"[-1, 1, -1]",2,-42,"[1, -42, -42]",_d,played,2,1,"[1, -42, 1]",2,-42,"[1, -42, -42]"
581,2,1,"[1, 1, -42]",3,,2,-1,"[-1, -1, -42]",2,1,"[1, 1, -42]",_od,played,2,1,"[1, 1, -42]",2,1,"[1, 1, -42]"
582,2,-42,"[-42, -1, -42]",3,in,2,-1,"[-1, -1, -42]",3,-1,"[-1, -1, -1]",_dp,played,2,1,"[-42, 1, 1]",2,-42,"[-42, -1, -42]"
583,2,-1,"[-1, -42, -1]",3,on,3,-1,"[-1, -1, -1]",2,-1,"[-1, -42, -1]",_dp,played,3,-42,"[-42, -42, -42]",3,-1,"[-1, -1, -1]"
584,1,-42,"[-42, 1, -1]",3,with,3,1,"[1, 1, 1]",2,1,"[1, 1, -1]",_dp,played,2,-1,"[-1, -1, -42]",2,1,"[1, 1, -1]"
585,2,-1,"[-1, -42, -1]",3,at,2,-1,"[-42, -1, -1]",3,-1,"[-1, -1, -1]",_dp,played,2,1,"[-42, 1, 1]",3,-1,"[-1, -1, -1]"
586,2,1,"[1, -1, 1]",3,for,1,-42,"[-1, -42, 1]",2,1,"[1, -1, 1]",_dp,played,2,1,"[1, 1, -42]",2,1,"[1, -1, 1]"
587,2,-1,"[-1, -1, -42]",3,in,2,-42,"[-42, -1, -42]",3,-1,"[-1, -1, -1]",_op,died,3,-42,"[-42, -42, -42]",3,-1,"[-1, -1, -1]"
588,3,-1,"[-1, -1, -1]",3,on,2,-1,"[-1, -42, -1]",3,-1,"[-1, -1, -1]",_op,died,2,-42,"[1, -42, -42]",3,-1,"[-1, -1, -1]"
589,3,-1,"[-1, -1, -1]",3,at,2,-1,"[-1, -1, 1]",3,-1,"[-1, -1, -1]",_op,died,2,-42,"[-42, -42, -1]",3,-1,"[-1, -1, -1]"
590,3,-1,"[-1, -1, -1]",3,in,2,-1,"[-1, -1, -42]",3,-1,"[-1, -1, -1]",_p,died,2,-42,"[-42, -42, -1]",2,-1,"[-1, -1, -42]"
591,2,-1,"[-1, -1, 1]",3,on,1,-42,"[-42, -1, 1]",1,-42,"[-1, -42, 1]",_p,died,2,-42,"[-42, -42, 1]",1,-42,"[-1, -42, 1]"
592,2,-42,"[-42, -1, -42]",3,at,2,-42,"[-42, -1, -42]",3,-1,"[-1, -1, -1]",_p,died,3,-42,"[-42, -42, -42]",2,-42,"[-42, -1, -42]"
593,2,-42,"[-1, -42, -42]",3,,2,-42,"[-1, -42, -42]",1,-42,"[-1, -42, 1]",_d,died,3,-42,"[-42, -42, -42]",1,-42,"[-1, -42, 1]"
594,3,-1,"[-1, -1, -1]",3,,3,-1,"[-1, -1, -1]",3,-1,"[-1, -1, -1]",_od,died,2,-42,"[1, -42, -42]",2,-1,"[-42, -1, -1]"
595,2,-1,"[-1, -1, 1]",3,on,2,-1,"[-1, -1, 1]",2,-1,"[-1, -1, -42]",_op,laid,2,-42,"[-42, 1, -42]",2,-1,"[-1, -1, -42]"
596,2,-42,"[-1, -42, -42]",3,on,2,-42,"[-42, -42, -1]",3,-1,"[-1, -1, -1]",_p,laid,3,-42,"[-42, -42, -42]",3,-1,"[-1, -1, -1]"
597,3,1,"[1, 1, 1]",3,,2,-42,"[-42, -42, -1]",3,1,"[1, 1, 1]",_d,laid,3,-42,"[-42, -42, -42]",3,1,"[1, 1, 1]"
598,1,-42,"[-42, 1, -1]",3,,3,-1,"[-1, -1, -1]",1,-42,"[-42, 1, -1]",_od,laid,2,1,"[-42, 1, 1]",1,-42,"[-42, 1, -1]"
599,2,-1,"[-1, 1, -1]",3,on,2,-1,"[-42, -1, -1]",3,-1,"[-1, -1, -1]",_dp,laid,3,1,"[1, 1, 1]",2,-1,"[-1, 1, -1]"
600,3,-1,"[-1, -1, -1]",3,upon,3,-1,"[-1, -1, -1]",3,-1,"[-1, -1, -1]",_dp,laid,2,1,"[1, -42, 1]",3,-1,"[-1, -1, -1]"
601,2,1,"[-1, 1, 1]",3,for,2,-42,"[-1, -42, -42]",2,-42,"[-42, -42, 1]",_dp,laid,2,-42,"[1, -42, -42]",1,-42,"[-1, -42, 1]"
602,2,-1,"[1, -1, -1]",3,,1,-42,"[1, -1, -42]",2,-1,"[1, -1, -1]",_d,formed,2,-42,"[1, -42, -42]",2,-1,"[1, -1, -1]"
603,2,-42,"[1, -42, -42]",3,,2,-42,"[1, -42, -42]",2,-42,"[1, -42, -42]",_od,formed,2,-42,"[1, -42, -42]",2,-42,"[1, -42, -42]"
604,2,-1,"[-1, -42, -1]",3,into,3,-1,"[-1, -1, -1]",2,1,"[-1, 1, 1]",_dp,formed,2,-42,"[1, -42, -42]",2,-42,"[-1, -42, -42]"
605,3,-42,"[-42, -42, -42]",3,with,2,-42,"[-1, -42, -42]",2,-1,"[-42, -1, -1]",_dp,formed,3,-42,"[-42, -42, -42]",2,-42,"[-42, -1, -42]"
606,2,1,"[1, -42, 1]",3,of,2,-42,"[1, -42, -42]",2,1,"[1, -42, 1]",_dp,formed,3,-42,"[-42, -42, -42]",2,1,"[1, -42, 1]"
607,1,-42,"[1, -42, -1]",3,for,2,1,"[1, 1, -1]",2,-1,"[-42, -1, -1]",_dp,formed,2,-42,"[-42, -42, -1]",2,-42,"[-42, -42, -1]"
608,3,1,"[1, 1, 1]",3,,2,-1,"[-42, -1, -1]",3,1,"[1, 1, 1]",_d,carried,2,1,"[-42, 1, 1]",3,1,"[1, 1, 1]"
609,2,1,"[-1, 1, 1]",3,,1,-42,"[-1, -42, 1]",1,-42,"[-1, 1, -42]",_od,carried,2,-42,"[1, -42, -42]",2,1,"[-1, 1, 1]"
610,2,-1,"[-1, -42, -1]",3,in,2,-42,"[-42, -42, -1]",3,-1,"[-1, -1, -1]",_dp,carried,3,-42,"[-42, -42, -42]",1,-42,"[1, -1, -42]"
611,3,-1,"[-1, -1, -1]",3,on,3,-1,"[-1, -1, -1]",2,-1,"[-1, -1, 1]",_dp,carried,3,-42,"[-42, -42, -42]",2,-1,"[-1, -1, 1]"
612,1,-42,"[-42, -1, 1]",3,into,2,-1,"[-42, -1, -1]",2,1,"[-1, 1, 1]",_dp,carried,2,-42,"[-42, 1, -42]",2,-1,"[-1, -1, 1]"
613,3,1,"[1, 1, 1]",3,,2,1,"[-1, 1, 1]",3,1,"[1, 1, 1]",_d,served,1,-42,"[-42, -1, 1]",3,1,"[1, 1, 1]"
614,1,-42,"[-42, 1, -1]",3,,2,-42,"[-42, -1, -42]",1,-42,"[-42, 1, -1]",_od,served,2,-42,"[-42, -42, 1]",1,-42,"[-42, 1, -1]"
615,2,-1,"[-1, -1, 1]",3,in,2,-1,"[-1, -1, 1]",2,-1,"[-1, -1, -42]",_dp,served,2,1,"[1, 1, -42]",2,-1,"[-1, -1, -42]"
616,2,-1,"[-42, -1, -1]",3,on,2,-1,"[-42, -1, -1]",3,-1,"[-1, -1, -1]",_dp,served,3,-42,"[-42, -42, -42]",3,-1,"[-1, -1, -1]"
617,2,-42,"[-1, -42, -42]",3,with,2,-42,"[-1, -42, -42]",2,-42,"[-1, -42, -42]",_dp,served,3,-42,"[-42, -42, -42]",2,-42,"[1, -42, -42]"
618,2,-1,"[-1, -42, -1]",3,for,2,-1,"[-42, -1, -1]",3,-1,"[-1, -1, -1]",_dp,served,1,-42,"[-1, -42, 1]",3,-1,"[-1, -1, -1]"
619,3,-1,"[-1, -1, -1]",3,on,3,-1,"[-1, -1, -1]",3,-1,"[-1, -1, -1]",_op,rose,3,1,"[1, 1, 1]",3,-1,"[-1, -1, -1]"
620,2,-1,"[-1, 1, -1]",3,from,3,-1,"[-1, -1, -1]",3,-1,"[-1, -1, -1]",_op,rose,2,1,"[-42, 1, 1]",2,-42,"[-42, -1, -42]"
621,2,-1,"[-42, -1, -1]",3,on,3,-1,"[-1, -1, -1]",1,-42,"[-42, -1, 1]",_p,rose,2,1,"[-42, 1, 1]",1,-42,"[-42, -1, 1]"
622,3,-1,"[-1, -1, -1]",3,from,2,-1,"[1, -1, -1]",3,-1,"[-1, -1, -1]",_p,rose,2,1,"[-42, 1, 1]",3,-1,"[-1, -1, -1]"
623,2,1,"[1, -42, 1]",3,,1,-42,"[-1, -42, 1]",1,-42,"[-42, -1, 1]",_d,rose,1,-42,"[-42, 1, -1]",2,-42,"[-42, -42, 1]"
624,2,1,"[-42, 1, 1]",3,,2,1,"[-42, 1, 1]",2,-42,"[-42, 1, -42]",_od,rose,2,-1,"[-1, -1, -42]",2,1,"[-42, 1, 1]"
625,2,-1,"[-1, -42, -1]",3,from,3,-1,"[-1, -1, -1]",3,-1,"[-1, -1, -1]",_op,returned,3,1,"[1, 1, 1]",2,-1,"[-1, -42, -1]"
626,3,-1,"[-1, -1, -1]",3,from,3,-1,"[-1, -1, -1]",3,-1,"[-1, -1, -1]",_p,returned,3,1,"[1, 1, 1]",3,-1,"[-1, -1, -1]"
627,2,-42,"[1, -42, -42]",3,,2,-42,"[-1, -42, -42]",2,-42,"[1, -42, -42]",_d,returned,3,-42,"[-42, -42, -42]",2,-42,"[1, -42, -42]"
628,3,1,"[1, 1, 1]",3,,2,-42,"[-1, -42, -42]",3,1,"[1, 1, 1]",_od,returned,3,-42,"[-42, -42, -42]",3,1,"[1, 1, 1]"
629,2,-1,"[-42, -1, -1]",3,in,1,-42,"[-42, -1, 1]",3,-1,"[-1, -1, -1]",_dp,returned,3,-42,"[-42, -42, -42]",2,1,"[1, -1, 1]"
630,2,-42,"[1, -42, -42]",3,with,2,-42,"[-42, -1, -42]",3,-42,"[-42, -42, -42]",_dp,returned,2,1,"[1, 1, -42]",2,-42,"[1, -42, -42]"
631,2,-1,"[-1, -1, 1]",3,in,2,-1,"[-1, -1, 1]",3,-1,"[-1, -1, -1]",_op,arrived,3,-42,"[-42, -42, -42]",2,-1,"[-1, -1, 1]"
632,3,-1,"[-1, -1, -1]",3,on,3,-1,"[-1, -1, -1]",3,-1,"[-1, -1, -1]",_op,arrived,3,-42,"[-42, -42, -42]",3,-1,"[-1, -1, -1]"
633,2,-42,"[1, -42, -42]",3,with,2,-42,"[1, -42, -42]",2,-42,"[1, -42, -42]",_op,arrived,3,-42,"[-42, -42, -42]",2,-42,"[1, -42, -42]"
634,3,-1,"[-1, -1, -1]",3,at,3,-1,"[-1, -1, -1]",3,-1,"[-1, -1, -1]",_op,arrived,3,1,"[1, 1, 1]",3,-1,"[-1, -1, -1]"
635,3,-1,"[-1, -1, -1]",3,in,3,-1,"[-1, -1, -1]",3,-1,"[-1, -1, -1]",_p,arrived,2,-42,"[-42, -1, -42]",3,-1,"[-1, -1, -1]"
636,3,-1,"[-1, -1, -1]",3,on,3,-1,"[-1, -1, -1]",3,-1,"[-1, -1, -1]",_p,arrived,2,-42,"[-42, -1, -42]",3,-1,"[-1, -1, -1]"
637,2,-42,"[-42, 1, -42]",3,with,2,-42,"[-42, -1, -42]",2,-42,"[-42, 1, -42]",_p,arrived,2,-42,"[-42, 1, -42]",2,-42,"[-42, 1, -42]"
638,2,-1,"[1, -1, -1]",3,at,3,-1,"[-1, -1, -1]",3,-1,"[-1, -1, -1]",_p,arrived,3,1,"[1, 1, 1]",3,-1,"[-1, -1, -1]"
639,3,-1,"[-1, -1, -1]",3,,3,-1,"[-1, -1, -1]",3,-1,"[-1, -1, -1]",_d,arrived,3,1,"[1, 1, 1]",3,-1,"[-1, -1, -1]"
640,2,-1,"[-1, -1, -42]",3,,2,-1,"[-42, -1, -1]",3,-1,"[-1, -1, -1]",_od,arrived,3,1,"[1, 1, 1]",2,-1,"[-1, -1, -42]"
641,2,1,"[1, 1, -42]",3,,2,-42,"[-1, -42, -42]",2,1,"[1, 1, -42]",_d,raised,2,-42,"[1, -42, -42]",2,1,"[1, 1, -42]"
642,2,1,"[1, -42, 1]",3,,1,-42,"[1, -42, -1]",2,1,"[1, -42, 1]",_od,raised,1,-42,"[-1, -42, 1]",2,1,"[1, -42, 1]"
643,2,-1,"[-42, -1, -1]",3,in,2,-1,"[-42, -1, -1]",3,-1,"[-1, -1, -1]",_dp,raised,1,-42,"[-42, 1, -1]",3,-1,"[-1, -1, -1]"
644,2,-1,"[-1, -1, -42]",3,with,2,1,"[1, 1, -42]",2,-1,"[-1, -1, -42]",_dp,raised,2,1,"[-42, 1, 1]",1,-42,"[-1, 1, -42]"
645,2,1,"[-1, 1, 1]",3,from,2,-42,"[1, -42, -42]",2,-1,"[-1, 1, -1]",_dp,raised,2,1,"[1, 1, -42]",2,-1,"[-1, 1, -1]"
646,1,-42,"[-42, -1, 1]",3,for,2,-1,"[-1, -1, 1]",2,-1,"[-1, -1, 1]",_dp,raised,2,-42,"[-42, 1, -42]",2,-1,"[-1, -1, 1]"
647,2,1,"[1, 1, -42]",3,in,2,-1,"[-1, -1, -42]",3,-1,"[-1, -1, -1]",_op,ran,3,1,"[1, 1, 1]",2,-42,"[1, -42, -42]"
648,2,-1,"[-1, -1, -42]",3,into,2,-1,"[-1, -1, -42]",3,-1,"[-1, -1, -1]",_op,ran,3,1,"[1, 1, 1]",3,-1,"[-1, -1, -1]"
649,2,-1,"[-1, -1, 1]",3,in,3,-1,"[-1, -1, -1]",3,-1,"[-1, -1, -1]",_p,ran,3,1,"[1, 1, 1]",3,-1,"[-1, -1, -1]"
650,3,-1,"[-1, -1, -1]",3,into,3,-1,"[-1, -1, -1]",3,-1,"[-1, -1, -1]",_p,ran,3,1,"[1, 1, 1]",3,-1,"[-1, -1, -1]"
651,3,-1,"[-1, -1, -1]",3,,3,-1,"[-1, -1, -1]",2,-1,"[-1, -1, 1]",_d,ran,3,1,"[1, 1, 1]",3,-1,"[-1, -1, -1]"
652,2,-1,"[-1, 1, -1]",3,,2,-1,"[-1, -42, -1]",1,-42,"[-1, 1, -42]",_od,ran,1,-42,"[1, -1, -42]",1,-42,"[-1, 1, -42]"
653,2,1,"[-1, 1, 1]",3,over,2,-1,"[-1, -1, 1]",3,-1,"[-1, -1, -1]",_dp,ran,3,1,"[1, 1, 1]",2,-1,"[-1, 1, -1]"
654,2,-1,"[-1, -42, -1]",3,into,2,-1,"[-1, -42, -1]",2,-1,"[-1, -42, -1]",_dp,ran,3,1,"[1, 1, 1]",2,-1,"[-1, -42, -1]"
655,2,1,"[-1, 1, 1]",3,,3,-42,"[-42, -42, -42]",2,-1,"[-1, 1, -1]",_d,led,3,-42,"[-42, -42, -42]",2,-1,"[-1, 1, -1]"
656,2,-42,"[-42, 1, -42]",3,,3,-42,"[-42, -42, -42]",2,-42,"[-42, 1, -42]",_od,led,3,-42,"[-42, -42, -42]",2,-42,"[-42, 1, -42]"
657,2,-42,"[-42, -42, 1]",3,through,3,-1,"[-1, -1, -1]",2,-1,"[-1, -1, 1]",_dp,led,3,1,"[1, 1, 1]",2,-1,"[-1, -1, 1]"
658,2,-1,"[-1, -1, -42]",3,down,3,-1,"[-1, -1, -1]",3,-1,"[-1, -1, -1]",_dp,led,3,1,"[1, 1, 1]",3,-1,"[-1, -1, -1]"
659,2,-42,"[-42, 1, -42]",3,,2,-42,"[-42, -1, -42]",3,-42,"[-42, -42, -42]",_d,followed,2,-42,"[-42, -42, -1]",2,-42,"[-42, -42, 1]"
660,2,-42,"[-42, 1, -42]",3,,2,-42,"[-42, 1, -42]",2,-42,"[-42, 1, -42]",_od,followed,2,-1,"[-42, -1, -1]",2,-42,"[-42, 1, -42]"
661,3,1,"[1, 1, 1]",3,,2,-42,"[-42, -42, 1]",3,1,"[1, 1, 1]",_d,caught,1,-42,"[-1, -42, 1]",3,1,"[1, 1, 1]"
662,3,1,"[1, 1, 1]",3,,2,1,"[1, -1, 1]",3,1,"[1, 1, 1]",_od,caught,3,-1,"[-1, -1, -1]",2,1,"[-42, 1, 1]"
663,3,1,"[1, 1, 1]",3,with,2,1,"[1, -42, 1]",2,-1,"[-1, -42, -1]",_dp,caught,3,1,"[1, 1, 1]",2,-42,"[1, -42, -42]"
664,2,-1,"[-1, 1, -1]",3,at,3,-1,"[-1, -1, -1]",2,-1,"[-1, 1, -1]",_dp,caught,3,1,"[1, 1, 1]",2,-1,"[-1, 1, -1]"
665,2,-42,"[1, -42, -42]",3,,2,-42,"[1, -42, -42]",3,-42,"[-42, -42, -42]",_d,struck,2,-42,"[1, -42, -42]",3,-42,"[-42, -42, -42]"
666,3,1,"[1, 1, 1]",3,,3,-42,"[-42, -42, -42]",3,-42,"[-42, -42, -42]",_od,struck,3,1,"[1, 1, 1]",3,-42,"[-42, -42, -42]"
667,2,1,"[-42, 1, 1]",3,on,1,-42,"[-42, 1, -1]",1,-42,"[1, -42, -1]",_dp,struck,2,1,"[-42, 1, 1]",2,1,"[1, 1, -1]"
668,2,-1,"[-1, -42, -1]",3,into,1,-42,"[-1, 1, -42]",2,-1,"[-1, -1, -42]",_dp,struck,2,1,"[1, 1, -42]",2,-1,"[-1, -42, -1]"
669,2,-1,"[-1, -1, -42]",3,with,1,-42,"[1, -1, -42]",3,-1,"[-1, -1, -1]",_dp,struck,2,-1,"[-1, -1, 1]",2,-1,"[-1, -1, -42]"
670,2,-1,"[-1, -42, -1]",3,in,2,-1,"[-1, -42, -1]",3,-1,"[-1, -1, -1]",_op,ate,2,-42,"[-42, -42, 1]",2,-1,"[-1, -42, -1]"
671,2,-42,"[-42, -42, 1]",3,with,3,-42,"[-42, -42, -42]",3,-42,"[-42, -42, -42]",_op,ate,3,-42,"[-42, -42, -42]",3,-42,"[-42, -42, -42]"
672,1,-42,"[1, -1, -42]",3,at,1,-42,"[1, -1, -42]",3,-1,"[-1, -1, -1]",_op,ate,2,-42,"[-42, 1, -42]",3,-1,"[-1, -1, -1]"
673,2,-1,"[-1, -1, 1]",3,in,2,-1,"[-1, -1, 1]",2,-1,"[-1, -1, 1]",_p,ate,2,1,"[-42, 1, 1]",2,-1,"[-1, -1, 1]"
674,2,-42,"[-42, -42, 1]",3,with,2,1,"[1, -42, 1]",2,1,"[1, -42, 1]",_p,ate,3,-42,"[-42, -42, -42]",2,1,"[1, -42, 1]"
675,1,-42,"[1, -42, -1]",3,at,3,-1,"[-1, -1, -1]",3,-1,"[-1, -1, -1]",_p,ate,2,1,"[1, 1, -42]",3,-1,"[-1, -1, -1]"
676,3,1,"[1, 1, 1]",3,,1,-42,"[-42, 1, -1]",3,1,"[1, 1, 1]",_d,ate,2,-1,"[-1, -1, 1]",3,1,"[1, 1, 1]"
677,2,1,"[1, -42, 1]",3,,2,1,"[1, -42, 1]",3,1,"[1, 1, 1]",_od,ate,2,1,"[-42, 1, 1]",3,1,"[1, 1, 1]"
678,3,-1,"[-1, -1, -1]",3,in,2,-1,"[-42, -1, -1]",3,-1,"[-1, -1, -1]",_dp,ate,2,1,"[1, 1, -42]",3,-1,"[-1, -1, -1]"
679,2,-1,"[-1, -1, -42]",3,with,1,-42,"[-1, 1, -42]",2,1,"[1, 1, -42]",_dp,ate,2,-42,"[-42, -1, -42]",1,-42,"[1, -1, -42]"
680,2,-1,"[-42, -1, -1]",3,at,2,-1,"[-42, -1, -1]",2,1,"[1, 1, -1]",_dp,ate,3,-42,"[-42, -42, -42]",2,-1,"[-42, -1, -1]"
681,2,1,"[1, 1, -42]",3,for,2,-42,"[-1, -42, -42]",2,-1,"[-1, 1, -1]",_dp,ate,2,-42,"[-42, -42, 1]",2,-1,"[-1, 1, -1]"
682,3,1,"[1, 1, 1]",3,,3,1,"[1, 1, 1]",3,1,"[1, 1, 1]",_d,added,2,-1,"[-1, 1, -1]",3,1,"[1, 1, 1]"
683,2,-42,"[-42, 1, -42]",3,,2,-42,"[-42, 1, -42]",2,1,"[-42, 1, 1]",_od,added,3,-42,"[-42, -42, -42]",2,-42,"[-42, 1, -42]"
684,2,-42,"[-42, -1, -42]",3,in,1,-42,"[1, -1, -42]",3,-1,"[-1, -1, -1]",_dp,added,3,-42,"[-42, -42, -42]",2,-1,"[-1, -1, -42]"
685,2,-42,"[-1, -42, -42]",3,on,1,-42,"[-1, -42, 1]",2,-1,"[1, -1, -1]",_dp,added,3,-42,"[-42, -42, -42]",1,-42,"[1, -42, -1]"
686,2,-42,"[-42, -42, -1]",3,with,2,-42,"[-42, -42, -1]",2,-42,"[-1, -42, -42]",_dp,added,2,1,"[1, -42, 1]",3,-42,"[-42, -42, -42]"
687,2,1,"[1, 1, -42]",3,in,2,1,"[-1, 1, 1]",2,1,"[1, 1, -1]",_op,ordered,2,1,"[1, 1, -1]",2,1,"[1, 1, -1]"
688,3,-42,"[-42, -42, -42]",3,for,2,-42,"[-42, 1, -42]",3,-42,"[-42, -42, -42]",_op,ordered,3,-42,"[-42, -42, -42]",3,-42,"[-42, -42, -42]"
689,2,-1,"[-1, -1, -42]",3,in,2,-42,"[-1, -42, -42]",2,-1,"[-1, -42, -1]",_p,ordered,2,-42,"[1, -42, -42]",2,-1,"[-1, 1, -1]"
690,3,-42,"[-42, -42, -42]",3,for,2,-42,"[-1, -42, -42]",3,-42,"[-42, -42, -42]",_p,ordered,3,-42,"[-42, -42, -42]",3,-42,"[-42, -42, -42]"
691,3,1,"[1, 1, 1]",3,,2,1,"[1, -1, 1]",3,1,"[1, 1, 1]",_d,ordered,2,-42,"[-42, 1, -42]",3,1,"[1, 1, 1]"
692,3,1,"[1, 1, 1]",3,,1,-42,"[-42, 1, -1]",3,1,"[1, 1, 1]",_od,ordered,2,-42,"[-42, -42, 1]",3,1,"[1, 1, 1]"
693,2,-42,"[-1, -42, -42]",3,in,2,-1,"[-1, -1, -42]",3,-1,"[-1, -1, -1]",_dp,ordered,2,1,"[1, 1, -42]",3,-1,"[-1, -1, -1]"
694,2,-1,"[-1, -42, -1]",3,on,2,-1,"[-1, -42, -1]",2,-1,"[-1, -42, -1]",_dp,ordered,1,-42,"[-42, -1, 1]",2,-1,"[-1, 1, -1]"
695,2,-42,"[-42, -42, 1]",3,with,2,-42,"[-42, -42, 1]",2,-42,"[-42, -42, 1]",_dp,ordered,2,-42,"[1, -42, -42]",2,-42,"[-42, -42, 1]"
696,3,-42,"[-42, -42, -42]",3,of,2,-1,"[-42, -1, -1]",1,-42,"[1, -42, -1]",_dp,ordered,3,-42,"[-42, -42, -42]",2,-42,"[-42, 1, -42]"
697,3,-42,"[-42, -42, -42]",3,for,2,-42,"[-1, -42, -42]",3,-1,"[-1, -1, -1]",_dp,ordered,2,-42,"[1, -42, -42]",3,-1,"[-1, -1, -1]"
698,2,1,"[1, 1, -42]",3,,1,-42,"[-1, 1, -42]",3,1,"[1, 1, 1]",_d,filled,3,1,"[1, 1, 1]",2,1,"[1, 1, -42]"
699,1,-42,"[-42, -1, 1]",3,,2,-1,"[-1, -1, 1]",2,-1,"[-1, -1, -42]",_od,filled,2,-42,"[1, -42, -42]",2,-42,"[1, -42, -42]"
700,2,-42,"[-42, 1, -42]",3,with,2,1,"[-1, 1, 1]",2,-42,"[-42, -1, -42]",_dp,filled,3,-42,"[-42, -42, -42]",2,-42,"[-42, 1, -42]"
701,2,-1,"[-1, -1, -42]",3,from,1,-42,"[-42, 1, -1]",3,-1,"[-1, -1, -1]",_dp,filled,2,-42,"[-42, -1, -42]",3,-1,"[-1, -1, -1]"
702,2,-42,"[1, -42, -42]",3,for,2,-1,"[-1, -1, -42]",2,-1,"[-1, -1, -42]",_dp,filled,2,-42,"[1, -42, -42]",2,-1,"[-1, -1, -42]"
703,1,-42,"[-1, -42, 1]",3,in,2,1,"[-1, 1, 1]",2,1,"[1, -42, 1]",_op,poured,2,-1,"[1, -1, -1]",1,-42,"[-1, -42, 1]"
704,2,-42,"[-42, 1, -42]",3,on,2,1,"[-1, 1, 1]",2,1,"[1, 1, -42]",_op,poured,2,-1,"[1, -1, -1]",1,-42,"[-1, 1, -42]"
705,2,-1,"[-1, -42, -1]",3,into,3,-1,"[-1, -1, -1]",1,-42,"[-42, 1, -1]",_op,poured,2,1,"[-42, 1, 1]",2,-42,"[-42, -42, -1]"
706,2,1,"[-42, 1, 1]",3,in,3,1,"[1, 1, 1]",2,1,"[-42, 1, 1]",_p,poured,2,-1,"[-1, -1, 1]",2,1,"[-42, 1, 1]"
707,3,1,"[1, 1, 1]",3,on,3,1,"[1, 1, 1]",3,1,"[1, 1, 1]",_p,poured,3,-1,"[-1, -1, -1]",3,1,"[1, 1, 1]"
708,3,1,"[1, 1, 1]",3,into,3,1,"[1, 1, 1]",3,1,"[1, 1, 1]",_p,poured,3,-1,"[-1, -1, -1]",3,1,"[1, 1, 1]"
709,3,1,"[1, 1, 1]",3,,3,1,"[1, 1, 1]",3,1,"[1, 1, 1]",_d,poured,2,-1,"[-1, -1, 1]",3,1,"[1, 1, 1]"
710,2,1,"[1, -42, 1]",3,,3,1,"[1, 1, 1]",3,1,"[1, 1, 1]",_od,poured,1,-42,"[1, -42, -1]",3,1,"[1, 1, 1]"
711,2,-42,"[-42, 1, -42]",3,in,3,-1,"[-1, -1, -1]",2,-1,"[-1, -1, -42]",_dp,poured,2,1,"[1, -1, 1]",1,-42,"[-42, -1, 1]"
712,2,-42,"[-42, -42, -1]",3,on,3,-1,"[-1, -1, -1]",2,-42,"[-42, -42, -1]",_dp,poured,3,1,"[1, 1, 1]",2,-1,"[-1, 1, -1]"
713,3,-1,"[-1, -1, -1]",3,into,3,-1,"[-1, -1, -1]",3,-1,"[-1, -1, -1]",_dp,poured,2,-42,"[-42, -42, 1]",2,-1,"[-1, -42, -1]"
714,3,-1,"[-1, -1, -1]",3,from,3,-1,"[-1, -1, -1]",3,-1,"[-1, -1, -1]",_dp,poured,3,1,"[1, 1, 1]",2,-1,"[-1, -1, 1]"
715,2,1,"[1, -42, 1]",3,,2,-1,"[1, -1, -1]",2,1,"[1, -42, 1]",_d,bought,2,1,"[1, -42, 1]",2,1,"[1, -42, 1]"
716,2,-42,"[-42, -42, 1]",3,,2,-42,"[-42, -42, 1]",2,-42,"[-42, -42, 1]",_od,bought,3,-42,"[-42, -42, -42]",2,-42,"[-42, -42, 1]"
717,3,-42,"[-42, -42, -42]",3,with,3,-42,"[-42, -42, -42]",2,-42,"[-42, -42, 1]",_dp,bought,2,-42,"[-42, -42, -1]",2,1,"[1, -42, 1]"
718,2,-42,"[-42, -1, -42]",3,at,2,-42,"[-42, -1, -42]",3,-1,"[-1, -1, -1]",_dp,bought,2,-42,"[-42, 1, -42]",3,-1,"[-1, -1, -1]"
719,3,-42,"[-42, -42, -42]",3,for,3,-42,"[-42, -42, -42]",2,-42,"[-42, -1, -42]",_dp,bought,3,-42,"[-42, -42, -42]",2,-42,"[-42, -1, -42]"
720,3,1,"[1, 1, 1]",3,on,2,1,"[1, 1, -42]",3,1,"[1, 1, 1]",_op,picked,2,-42,"[1, -42, -42]",3,1,"[1, 1, 1]"
721,2,1,"[-42, 1, 1]",3,on,2,-42,"[-42, -42, 1]",2,1,"[-42, 1, 1]",_p,picked,2,-42,"[-42, 1, -42]",2,1,"[-42, 1, 1]"
722,2,1,"[1, 1, -42]",3,,1,-42,"[-1, 1, -42]",2,1,"[1, 1, -42]",_d,picked,2,-42,"[-42, 1, -42]",2,1,"[1, 1, -42]"
723,2,1,"[-42, 1, 1]",3,,2,-42,"[-42, -42, 1]",2,1,"[-42, 1, 1]",_od,picked,2,-42,"[-42, 1, -42]",2,1,"[-42, 1, 1]"
724,2,-42,"[-42, -42, -1]",3,on,1,-42,"[-42, 1, -1]",2,-1,"[-1, -42, -1]",_dp,picked,2,-42,"[-42, 1, -42]",2,-42,"[-42, -42, -1]"
